q,beta,hm0,h,tm-10_toe,bt,ht,gama_f,cotad,cotau,hb,rc,b,tanb,ac,gc
0.00000516,0,0.117333333,0.61,1.266297164,0,0.61,0.7,4,4,0,0.133333333,0,0,0.033333333,0
0.000093,0,0.152,0.61,1.464691884,0,0.61,0.773684211,4,4,0,0.133333333,0,0,0.033333333,0
0.000577,0,0.183333333,0.61,1.572461855,0,0.61,0.863636364,4,4,0,0.133333333,0,0,0.033333333,0
0.000255,0,0.168,0.61,1.518576869,0,0.61,0.823809524,4,4,0,0.133333333,0,0,0.033333333,0
0.0000396,0,0.160666667,0.61,1.469590519,0,0.61,0.7,4,4,0,0.166666667,0,0,0.066666667,0
0.000282,0,0.191333333,0.61,1.6067523,0,0.61,0.777351916,4,4,0,0.166666667,0,0,0.066666667,0
0.000164,0,0.178666667,0.61,1.535722092,0,0.61,0.740298507,4,4,0,0.166666667,0,0,0.066666667,0
0.0000637,0,0.086666667,0.61,1.085047666,0,0.61,0.7,4,4,0,0.1,0,0,0.066666667,0.266666667
0.000497,0,0.120666667,0.61,1.280993069,0,0.61,0.802762431,4,4,0,0.1,0,0,0.066666667,0.266666667
0.00186,0,0.159333333,0.61,1.459793249,0,0.61,0.923430962,4,4,0,0.1,0,0,0.066666667,0.266666667
0.000129,0,0.112,0.61,1.256499894,0,0.61,0.7,4,4,0,0.133333333,0,0,0.1,0.266666667
0.000597,0,0.149333333,0.61,1.457343931,0,0.61,0.764285714,4,4,0,0.133333333,0,0,0.1,0.266666667
0.00172,0,0.186666667,0.61,1.626346841,0,0.61,0.871428571,4,4,0,0.133333333,0,0,0.1,0.266666667
0.00118,0,0.165333333,0.61,1.518576869,0,0.61,0.816129032,4,4,0,0.133333333,0,0,0.1,0.266666667
0.00000344,0,0.081333333,0.61,1.077699714,0,0.61,0.7,4,4,0,0.1,0,0,0.033333333,0.266666667
0.000182,0,0.114,0.61,1.268746481,0,0.61,0.773684211,4,4,0,0.1,0,0,0.033333333,0.266666667
0.000902,0,0.152,0.61,1.442648026,0,0.61,0.905263158,4,4,0,0.1,0,0,0.033333333,0.266666667
0.00246,0,0.180666667,0.61,1.57736049,0,0.61,0.967896679,4,4,0,0.1,0,0,0.033333333,0.266666667
0.00159,0,0.166666667,0.61,1.511228917,0,0.61,0.94,4,4,0,0.1,0,0,0.033333333,0.266666667
0.0000568,0,0.123333333,0.61,1.278543751,0,0.61,0.7,4,4,0,0.133333333,0,0,0.066666667,0.266666667
0.000547,0,0.162666667,0.61,1.459793249,0,0.61,0.808196721,4,4,0,0.133333333,0,0,0.066666667,0.266666667
0.00112,0,0.189333333,0.61,1.6067523,0,0.61,0.877464789,4,4,0,0.133333333,0,0,0.066666667,0.266666667
0.000957,0,0.181333333,0.61,1.535722092,0,0.61,0.858823529,4,4,0,0.133333333,0,0,0.066666667,0.266666667
0.0000843,0,0.149333333,0.61,1.457343931,0,0.61,0.7,4,4,0,0.166666667,0,0,0.1,0.266666667
0.000463,0,0.183333333,0.61,1.533272775,0,0.61,0.754545455,4,4,0,0.166666667,0,0,0.1,0.266666667
0.000258,0,0.166,0.61,1.528374139,0,0.61,0.7,4,4,0,0.166666667,0,0,0.1,0.266666667
0.0000155,0,0.114,0.61,1.278543751,0,0.61,0.7,4,4,0,0.133333333,0,0,0.033333333,0.266666667
0.000134,0,0.147333333,0.61,1.445097343,0,0.61,0.757013575,4,4,0,0.133333333,0,0,0.033333333,0.266666667
0.000649,0,0.178666667,0.61,1.57736049,0,0.61,0.852238806,4,4,0,0.133333333,0,0,0.033333333,0.266666667
0.000294,0,0.163333333,0.61,1.506330282,0,0.61,0.810204082,4,4,0,0.133333333,0,0,0.033333333,0.266666667
0.000289,0,0.190666667,0.61,1.618998888,0,0.61,0.775524476,4,4,0,0.166666667,0,0,0.066666667,0.266666667
0.000153,0,0.177333333,0.61,1.533272775,0,0.61,0.736090226,4,4,0,0.166666667,0,0,0.066666667,0.266666667
0.0000172,0,0.084,0.61,1.075250396,0,0.61,0.7,4,4,0,0.1,0,0,0.066666667,0.533333333
0.000348,0,0.118,0.61,1.273645116,0,0.61,0.791525424,4,4,0,0.1,0,0,0.066666667,0.533333333
0.00151,0,0.157333333,0.61,1.452445296,0,0.61,0.918644068,4,4,0,0.1,0,0,0.066666667,0.533333333
0.00309,0,0.188,0.61,1.599404348,0,0.61,0.980851064,4,4,0,0.1,0,0,0.066666667,0.533333333
0.00239,0,0.174,0.61,1.516127552,0,0.61,0.955172414,4,4,0,0.1,0,0,0.066666667,0.533333333
0.0000809,0,0.110666667,0.61,1.256499894,0,0.61,0.7,4,4,0,0.133333333,0,0,0.1,0.533333333
0.00054,0,0.150666667,0.61,1.457343931,0,0.61,0.769026549,4,4,0,0.133333333,0,0,0.1,0.533333333
0.00145,0,0.179333333,0.61,1.601853665,0,0.61,0.853903346,4,4,0,0.133333333,0,0,0.1,0.533333333
0.00116,0,0.166666667,0.61,1.523475504,0,0.61,0.82,4,4,0,0.133333333,0,0,0.1,0.533333333
0.00000344,0,0.08,0.61,1.077699714,0,0.61,0.7,4,4,0,0.1,0,0,0.033333333,0.533333333
0.000186,0,0.114666667,0.61,1.273645116,0,0.61,0.776744186,4,4,0,0.1,0,0,0.033333333,0.533333333
0.000637,0,0.148,0.61,1.447546661,0,0.61,0.894594595,4,4,0,0.1,0,0,0.033333333,0.533333333
0.00166,0,0.178,0.61,1.584708443,0,0.61,0.962921348,4,4,0,0.1,0,0,0.033333333,0.533333333
0.00103,0,0.162666667,0.61,1.508779599,0,0.61,0.931147541,4,4,0,0.1,0,0,0.033333333,0.533333333
0.0000361,0,0.119333333,0.61,1.280993069,0,0.61,0.7,4,4,0,0.133333333,0,0,0.066666667,0.533333333
0.000334,0,0.158666667,0.61,1.464691884,0,0.61,0.795798319,4,4,0,0.133333333,0,0,0.066666667,0.533333333
0.00105,0,0.191333333,0.61,1.611650936,0,0.61,0.881881533,4,4,0,0.133333333,0,0,0.066666667,0.533333333
0.000651,0,0.178666667,0.61,1.540620727,0,0.61,0.852238806,4,4,0,0.133333333,0,0,0.066666667,0.533333333
0.0000723,0,0.148,0.61,1.457343931,0,0.61,0.7,4,4,0,0.166666667,0,0,0.1,0.533333333
0.000308,0,0.179333333,0.61,1.614100253,0,0.61,0.742379182,4,4,0,0.166666667,0,0,0.1,0.533333333
0.000203,0,0.164,0.61,1.506330282,0,0.61,0.7,4,4,0,0.166666667,0,0,0.1,0.533333333
0.000115,0,0.147333333,0.61,1.442648026,0,0.61,0.757013575,4,4,0,0.133333333,0,0,0.033333333,0.533333333
0.000195,0,0.164666667,0.61,1.508779599,0,0.61,0.81417004,4,4,0,0.133333333,0,0,0.033333333,0.533333333
0.000422,0,0.184,0.61,1.589607078,0,0.61,0.865217391,4,4,0,0.133333333,0,0,0.033333333,0.533333333
0.0000344,0,0.158666667,0.61,1.457343931,0,0.61,0.7,4,4,0,0.166666667,0,0,0.066666667,0.533333333
0.000207,0,0.192,0.61,1.618998888,0,0.61,0.779166667,4,4,0,0.166666667,0,0,0.066666667,0.533333333
0.0000122,0,0.16,0.61,1.138339921,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000000745,0,0.12,0.61,1.328063241,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.0000128,0,0.16,0.61,1.328063241,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000000435,0,0.09,0.61,1.517786561,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.0000071,0,0.16,0.61,1.517786561,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000586,0,0.2,0.61,1.517786561,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.0000717,0,0.16,0.61,1.707509881,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000327,0,0.2,0.61,1.707509881,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000281,0,0.16,0.61,1.897233202,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.000000248,0,0.15,0.61,1.328063241,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.00000341,0,0.16,0.61,1.517786561,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.0000226,0,0.19,0.61,1.517786561,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.00000811,0,0.16,0.61,1.707509881,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.000022,0,0.18,0.61,1.707509881,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.0000117,0,0.16,0.61,1.897233202,0,0.61,0.4,2,2,0,0.3,0,0,0.3,0.146666667
0.000391,0,0.2,0.61,1.517786561,0,0.61,0.4,2,2,0,0.2,0,0,0.2,0.146666667
0.00000029,0,0.09,0.61,1.138339921,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.0000836,0,0.16,0.61,1.138339921,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.0000609,0,0.16,0.61,1.328063241,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000000145,0,0.09,0.61,1.517786561,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.00000304,0,0.12,0.61,1.517786561,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000061,0,0.16,0.61,1.517786561,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000651,0,0.2,0.61,1.517786561,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000179,0,0.16,0.61,1.707509881,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000886,0,0.2,0.61,1.707509881,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.00033,0,0.16,0.61,1.897233202,0,0.61,0.35,2,0,-0.055,0.14,0.15,0,0.14,0
0.000000193,0,0.16,0.61,1.138339921,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000058,0,0.15,0.61,1.328063241,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.000000145,0,0.13,0.61,1.517786561,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000167,0,0.16,0.61,1.517786561,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000406,0,0.19,0.61,1.517786561,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000554,0,0.16,0.61,1.707509881,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000787,0,0.18,0.61,1.707509881,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.000028,0,0.16,0.61,1.897233202,0,0.61,0.35,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000907,0,0.093,0.5,1.309090909,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.000308,0,0.163,0.5,1.309090909,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.000142,0,0.122,0.5,1.527272727,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.000499,0,0.157,0.5,1.527272727,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.0000128,0,0.091,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.000158,0,0.123,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.00065,0,0.161,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.00283,0,0.203,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.00105,0,0.162,0.5,1.963636364,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.00283,0,0.2,0.5,1.963636364,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.00152,0,0.16,0.5,2.181818182,0,0.5,1,2,0,-0.055,0.2,0.15,0,0.2,0
0.0000135,0,0.158,0.4,1.309090909,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.0000155,0,0.15,0.4,1.527272727,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.0000137,0,0.128,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.0000797,0,0.163,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.000346,0,0.193,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.000214,0,0.163,0.4,1.963636364,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.000469,0,0.182,0.4,1.963636364,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.000232,0,0.157,0.4,2.181818182,0,0.4,1,2,0,-0.155,0.3,0.15,0,0.3,0
0.0000432,0,0.093,0.5,1.309090909,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000351,0,0.163,0.5,1.309090909,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000151,0,0.122,0.5,1.527272727,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000426,0,0.157,0.5,1.527272727,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.0000169,0,0.091,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000145,0,0.123,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000498,0,0.161,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.00159,0,0.203,0.5,1.745454545,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000674,0,0.162,0.5,1.963636364,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.00207,0,0.2,0.5,1.963636364,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.000912,0,0.16,0.5,2.181818182,0,0.5,1,2,0,-0.055,0.2,0,0,0.2,0
0.0000843,0,0.158,0.4,1.309090909,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.0000578,0,0.15,0.4,1.527272727,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.0000171,0,0.128,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.000117,0,0.163,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.000426,0,0.193,0.4,1.745454545,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.000219,0,0.163,0.4,1.963636364,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.000514,0,0.182,0.4,1.963636364,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.00026,0,0.157,0.4,2.181818182,0,0.4,1,2,0,-0.155,0.3,0,0,0.3,0
0.000123,0,0.093,0.5,1.309090909,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00154,0,0.163,0.5,1.309090909,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00149,0,0.122,0.5,1.527272727,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00158,0,0.157,0.5,1.527272727,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.0000582,0,0.091,0.5,1.745454545,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.000413,0,0.123,0.5,1.745454545,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00176,0,0.161,0.5,1.745454545,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00296,0,0.203,0.5,1.745454545,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00195,0,0.162,0.5,1.963636364,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.00192,0,0.16,0.5,2.181818182,0,0.5,1,2,2,0,0.2,0,0,0.2,0
0.000196,0,0.158,0.4,1.309090909,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.000247,0,0.15,0.4,1.527272727,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.0000656,0,0.128,0.4,1.745454545,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.000421,0,0.163,0.4,1.745454545,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.000596,0,0.163,0.4,1.963636364,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.00134,0,0.182,0.4,1.963636364,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.000664,0,0.157,0.4,2.181818182,0,0.4,1,2,2,0,0.3,0,0,0.3,0
0.000000756,0,0.093,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.00001,0,0.163,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.0000018,0,0.122,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.0000236,0,0.157,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.00000202,0,0.123,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.00000687,0,0.161,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.000177,0,0.203,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.0000544,0,0.162,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.000377,0,0.2,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.000215,0,0.16,0.5,2.181818182,0,0.5,0.4,2,0,-0.055,0.2,0.15,0,0.2,0
0.000000252,0,0.158,0.4,1.309090909,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.000000378,0,0.128,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.000008,0,0.193,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.00000196,0,0.163,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.0000109,0,0.182,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.00000897,0,0.157,0.4,2.181818182,0,0.4,0.4,2,0,-0.155,0.3,0.15,0,0.3,0
0.000000084,0,0.093,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.00000269,0,0.163,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.000000504,0,0.122,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.00000288,0,0.157,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.000000063,0,0.091,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.000000567,0,0.123,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.00000498,0,0.161,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.000041,0,0.203,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.00000605,0,0.162,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.0000562,0,0.2,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.0000325,0,0.16,0.5,2.181818182,0,0.5,0.4,2,0,-0.055,0.26,0.15,0,0.26,0
0.000000084,0,0.158,0.4,1.309090909,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.000000144,0,0.15,0.4,1.527272727,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.000000189,0,0.163,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.000000945,0,0.193,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.00000028,0,0.163,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.0000023,0,0.182,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.000000756,0,0.157,0.4,2.181818182,0,0.4,0.4,2,0,-0.155,0.36,0.15,0,0.36,0
0.00000361,0,0.093,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00014,0,0.163,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.0000291,0,0.122,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000181,0,0.157,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000000378,0,0.091,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.0000205,0,0.123,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000239,0,0.161,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00107,0,0.203,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000419,0,0.162,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00124,0,0.2,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000598,0,0.16,0.5,2.181818182,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00000193,0,0.158,0.4,1.309090909,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000166,0,0.15,0.4,1.527272727,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.000000504,0,0.128,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.00000548,0,0.163,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000439,0,0.193,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000197,0,0.163,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000587,0,0.182,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.0000529,0,0.157,0.4,2.181818182,0,0.4,0.4,2,0,-0.155,0.24,0.15,0,0.24,0
0.000000672,0,0.093,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.0000437,0,0.163,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.00000547,0,0.122,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.0000282,0,0.157,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.000000189,0,0.091,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.00000699,0,0.123,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.0000713,0,0.161,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.000622,0,0.203,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.000174,0,0.162,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.000806,0,0.2,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.000346,0,0.16,0.5,2.181818182,0,0.5,0.4,2,0,-0.055,0.17,0.15,0,0.17,0
0.00000101,0,0.158,0.4,1.309090909,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.0000018,0,0.15,0.4,1.527272727,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.000000063,0,0.128,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.00000284,0,0.163,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.0000148,0,0.193,0.4,1.745454545,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.00000706,0,0.163,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.0000172,0,0.182,0.4,1.963636364,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.0000115,0,0.157,0.4,2.181818182,0,0.4,0.4,2,0,-0.155,0.27,0.15,0,0.27,0
0.000000336,0,0.093,0.5,1.309090909,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000132,0,0.163,0.5,1.309090909,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.0000151,0,0.122,0.5,1.527272727,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000184,0,0.157,0.5,1.527272727,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000000189,0,0.091,0.5,1.745454545,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.0000122,0,0.123,0.5,1.745454545,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000167,0,0.161,0.5,1.745454545,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.00139,0,0.203,0.5,1.745454545,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000309,0,0.162,0.5,1.963636364,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.00138,0,0.2,0.5,1.963636364,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.000756,0,0.16,0.5,2.181818182,0,0.5,0.4,2,2,0,0.14,0,0,0.1,0.15
0.00000176,0,0.158,0.4,1.309090909,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.00000101,0,0.15,0.4,1.527272727,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.000000126,0,0.128,0.4,1.745454545,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.00000485,0,0.163,0.4,1.745454545,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.0000398,0,0.193,0.4,1.745454545,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.0000381,0,0.163,0.4,1.963636364,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.000124,0,0.182,0.4,1.963636364,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.0000699,0,0.157,0.4,2.181818182,0,0.4,0.4,2,2,0,0.24,0,0,0.2,0.15
0.000000252,0,0.093,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000114,0,0.163,0.5,1.309090909,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00000965,0,0.122,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000124,0,0.157,0.5,1.527272727,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000000063,0,0.091,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00000315,0,0.123,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000163,0,0.161,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00101,0,0.203,0.5,1.745454545,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.000343,0,0.162,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
0.00155,0,0.2,0.5,1.963636364,0,0.5,0.4,2,0,-0.055,0.14,0.15,0,0.14,0
